Dataset name,First split,Num graphs,Graph ID,Directed,Num nodes,Num edges,Average degree,Average clustering,Density,Num CC,BCC num nodes,BCC num edges,BCC average path length,BCC diameter,BCC radius,BCC node connectivity,BCC edge connectivity,BCC num greedy modularity communities,Modularity greedy modularity communities,Coverage greedy modularity communities,Execution time,Type split
ogbg-molbbbp,no-split,2039,0,False,20,20,2.0,0.0,0.10526315789473684,2,19,20,4.631578947368421,11,6,1,1,4,0.5137499999999999,0.8,0.012285232543945312,ordered graphs since 0
ogbg-molbbbp,no-split,2039,1,False,23,23,2.0,0.0,0.09090909090909091,1,23,23,5.897233201581027,14,7,1,1,4,0.5982986767485823,0.8695652173913043,0.009516000747680664,ordered graphs since 0
ogbg-molbbbp,no-split,2039,2,False,26,29,2.230769230769231,0.0,0.08923076923076922,1,26,29,4.5661538461538465,12,6,1,1,5,0.5463733650416172,0.7586206896551724,0.012047529220581055,ordered graphs since 0
ogbg-molbbbp,no-split,2039,3,False,21,22,2.0952380952380953,0.0,0.10476190476190476,1,21,22,5.514285714285714,14,7,1,1,4,0.5795454545454546,0.8636363636363636,0.008717536926269531,ordered graphs since 0
ogbg-molbbbp,no-split,2039,4,False,29,32,2.206896551724138,0.0,0.07881773399014778,1,29,32,5.448275862068965,13,7,1,1,5,0.5732421875,0.8125,0.014541864395141602,ordered graphs since 0
ogbg-molbbbp,no-split,2039,5,False,44,48,2.1818181818181817,0.0,0.0507399577167019,1,44,48,7.804439746300211,20,10,1,1,6,0.6963975694444445,0.875,0.030869722366333008,ordered graphs since 0
ogbg-molbbbp,no-split,2039,6,False,38,42,2.210526315789474,0.0,0.059743954480796585,1,38,42,5.792318634423897,15,8,1,1,5,0.6352040816326531,0.8571428571428571,0.022643327713012695,ordered graphs since 0
ogbg-molbbbp,no-split,2039,7,False,22,25,2.272727272727273,0.0,0.10822510822510822,1,22,25,4.316017316017316,10,5,1,1,4,0.5464,0.8,0.009128332138061523,ordered graphs since 0
ogbg-molbbbp,no-split,2039,8,False,29,31,2.1379310344827585,0.0,0.07635467980295567,1,29,31,5.115763546798029,13,7,1,1,5,0.6175858480749219,0.8387096774193549,0.014686346054077148,ordered graphs since 0
ogbg-molbbbp,no-split,2039,9,False,15,15,2.0,0.0,0.14285714285714285,1,15,15,3.5047619047619047,8,4,1,1,4,0.46444444444444444,0.7333333333333333,0.004952430725097656,ordered graphs since 0
